카테고리,병원 이름,위치,이벤트 제목,가격
리프팅,두드림성형외과,서울 강남역,민트실 1줄,"66,000원"
리프팅,에이탑성형외과의원,서울 강남역,비절개 눈밑지방교정,"429,000원"
리프팅,데이뷰의원-강남점,서울 강남역,인모드 풀페이스_시간보장 Day,"99,000원"
리프팅,바노바기의원-부산점,부산 서면역,민트실리프팅 1줄,"75,900원"
리프팅,제이디리체스의원,서울 신논현역,JD 리체스클리닉 오픈 특가 이벤트 모음,"10,890원"
리프팅,바노바기성형외과의원,서울 역삼역,바노바기 위캔 안면거상,"2,750,000원"
리프팅,엑스오성형외과의원,서울 신사역,엑스오XO 이마거상,"2,750,000원"
리프팅,디에스타의원-수원광교점,경기 광교중앙(아주대)역,첫방문 인모드FX,"64,900원"
리프팅,유앤미의원,서울 강남역,중안부축소리프팅 - 길어보이는 중안부를 짧게 교정해주는 중안부축소리프팅,"649,000원"
리프팅,유앤미의원-홍대점,서울 홍대입구역,홍대 유앤미 코프팅,"220,000원"
리프팅,오블리주의원,서울 홍대입구역,촉촉탄력피부-LDM 리프팅,"60,000원"
리프팅,엠레드의원,서울 청담역,온다리프팅 도입특가_1회 체험가,"429,000원"
리프팅,유픽의원-홍대점,서울 홍대입구역,더 오래 유지되는 슈링크유니버스&인모드 듀얼리프팅,"136,400원"
리프팅,톡스앤필의원-신논현점,서울 신논현역,울쎄라-원하는_깊이_정확하게_강력한-초음파리프팅,"218,900원"
리프팅,프린스성형외과의원,서울 신사역,추가금없는 미니거상 3종,"2,750,000원"
리프팅,듀이디의원,서울 신사역,듀이디 _ 티타늄리프팅,"89,000원"
리프팅,닥터쁘띠의원-홍대입구점,서울 홍대입구역,"홍대입구 슈링크 유니버스 패키지_땅콩형얼굴, 사각턱개선, 탄력개선, 턱라인개선, 모공수축","158,000원"
리프팅,테이아의원,서울 강남역,실리프팅,"110,000원"
리프팅,잠실미의원,서울 잠실새내역,"효과UP,지방소멸 V라인 인모드 리프팅 얼굴전체","98,000원"
리프팅,그대고운피부과의원,부산 장산역,그대고운 초음파 리니어펌 리프팅,"110,000원"
리프팅,유픽의원-송도점,인천 인천대입구역,이중턱 탄력개선_인모드,"108,900원"
리프팅,그대고운피부과의원,부산 장산역,부산 울쎄라 신형 울쎄라 프라임 이벤트,"1,089,000원"
리프팅,벨뷰의원,서울 강남역,인모드리프팅FX 체험권,"53,900원"
리프팅,케이톡스의원-인천구월점,인천 인천터미널역,V라인 인모드리프팅&윤곽주사,"68,000원"
리프팅,셀팅의원,경기 광교(경기대)역,셀팅 퀵미니 리프팅,"319,000원"
리프팅,이에스청담성형외과의원,서울 압구정로데오역,ES.여드름치료&더블카프리&올인원여드름피부관리,"50,000원"
리프팅,예뻐진의원,서울 압구정역,무통수면 브이로리프팅,"451,000원"
리프팅,리엔장의원-목동점,서울 오목교역,목동 인모드 얼굴지방파괴,"42,900원"
리프팅,바노바기의원-부산점,부산 서면역,인모드 미니 FX모드 1부위,"42,900원"
리프팅,오운의원-삼성점,서울 삼성역,추가금 없는 얼굴지방흡입 이중턱 사각턱보톡스 윤곽주사,"1,950,000원"
리프팅,미미썸의원-부산덕천점,부산 덕천역,부산인모드 FX,"20,900원"
리프팅,세린의원,서울 성수역,온다리프팅 6만줄 1회체험가,"330,000원"
리프팅,비올라셀성형외과의원,서울 신사역,쫀쫀 슈링크 유니버스,"64,900원"
리프팅,리오성형외과의원,부산,"서면리오 이중턱,턱살 개선에 V라인 텐쎄라 리프팅","330,000원"
리프팅,듀이디의원,서울 신사역,"강력한 타이트닝, 울쎄라","847,000원"
리프팅,하프클리닉의원-대전점,대전 정부청사역,올타이트 리프팅 100샷_대전,"209,000원"
리프팅,케이톡스의원-인천구월점,인천 인천터미널역,꿈꿔왔던 V라인 - 윤곽주사,"39,000원"
리프팅,저스트성형외과의원,서울 강남역,저스트 피치실루엣리프팅,"1,419,000원"
리프팅,더왈츠의원,서울 강남역,더왈츠 시그니처 커스텀레이저 티타늄리프팅,"880,000원"
리프팅,리엔장의원-인천점,인천 예술회관역,인천 LDM 물방울리프팅,"42,900원"
리프팅,뽀송의원,서울 강남역,뽀송한 인모드 리프팅,"99,000원"
리프팅,하이린의원,대구 반월당역,대구 하이린 써마지 이벤트,"1,980,000원"
리프팅,두드림성형외과,서울 강남역,민트실 4줄&스킨보톡스,"429,000원"
리프팅,유앤아이의원-수원점,경기 수원역,유앤아이 인모드 리프팅,"25,300원"
리프팅,제로의원,인천 인천터미널역,"인천제로의원 온다리프팅 이벤트, 얼굴부터 바디, 리프팅부터 지방세포파괴까지 한번에","86,900원"
리프팅,리프톤피부과의원,서울 신사역,리프톤 온다리프팅,"550,000원"
리프팅,아비쥬의원-잠실점,서울 잠실새내역,아비쥬첫방문 - 인모드리프팅,"8,690원"
리프팅,온앤위드의원,서울 압구정역,울쎄라 100샷,"275,000원"
리프팅,땡큐성형외과의원,서울 강남역,땡큐 슈링크유니버스,"99,000원"
리프팅,아너스티성형외과의원,서울 신사역,에피티콘 실리프팅 6줄,"495,000원"
리프팅,더라인성형외과,서울 신사역,처진뱃살_복부거상_복부성형,"5,500,000원"
리프팅,리버스클리닉-강남,서울 강남역,볼뉴머리프팅 100샷 이벤트,"108,900원"
리프팅,리엔장의원-명동점,서울 을지로입구역,"명동 커스텀디자인 리프테라 3,000샷","108,900원"
리프팅,엔젤미의원,서울 압구정역,모공개선 포텐자,"217,800원"
리프팅,메디아트의원-부산점,부산 경성대부경대역,"보톡스,리프팅,스킨부스터 예뻐지는 첫만남 이벤트_부산","1,100원"
리프팅,브이앤엠제이(V&MJ)피부과의원,서울 압구정역,울쎄라 최신장비 울쎄라프라임 리프팅,"1,815,000원"
리프팅,일치성형외과의원,서울 신논현역,일치_포니테일 리프팅,"3,850,000원"
리프팅,바탕성형외과의원,서울 신논현역,바탕 미니거상 V라인리프팅 안면거상,"2,409,000원"
리프팅,인트로성형외과의원,서울 논현역,인트로 브이라인 팔자주름 실리프팅,"495,000원"
리프팅,힐리브의원,서울 신사역,실루엣소프트 리프팅,"385,000원"
리프팅,닥터쁘띠의원-건대점,서울 건대입구역,건대 온다 리프팅 40kJ 체험가,"374,000원"
리프팅,모즈의원,서울 압구정로데오역,피부나이를 거꾸로 콜라겐 탱탱 실리프팅,"55,000원"
리프팅,아름다운의원,서울 건대입구역,2세대 인모드&엑셀브이1모드,"149,000원"
리프팅,와우성형외과,서울 강남역,WOW 브이 슈링크리프팅,"99,000원"
리프팅,플래뉴의원,서울 강남역,티타늄리프팅,"462,000원"
리프팅,케이톡스의원-강서마곡점,서울 발산역,꿈꿔왔던 V라인 - 윤곽주사,"39,000원"
리프팅,세린의원,서울 성수역,통증 거의 없는 세르프 고주파 리프팅,"759,000원"
리프팅,아이디병원-본원,서울 신사역,미니 풀페이스 리프팅_최소절개로 효과는 최대 이중턱 팔자주름 볼처짐 미니거상 안면거상술 안면거상,"2,189,000원"
리프팅,민앤민의원,서울 강남역,쥬브젠 팔자주름 삭제,"990,000원"
리프팅,타겟성형외과의원,서울 신사역,"타겟팅 실리프팅_팔자, 볼, 입가 등","88,000원"
리프팅,청담에끌라드의원,서울 압구정로데오역,3가지 파장의 소프라노 티타늄 리프팅,"759,000원"
리프팅,샤인빔의원-청주점,충북,고강도 집속  HIFU 초음파리프팅  슈링크유니버스,"108,900원"
리프팅,리엔장의원-목동점,서울 오목교역,목동 리프테라 2000샷,"53,900원"
리프팅,리즈온의원-분당점,경기 서현역,인모드리프팅,"53,900원"
리프팅,루비의원,서울 명동역,명동루비_볼뉴머,"72,000원"
리프팅,셀린의원-강남점,서울 강남역,셀린의원 강남점_V라인 인모드 FX,"53,900원"
리프팅,저스트성형외과의원,서울 강남역,저스트 피치리프팅,"539,000원"
리프팅,에이트성형외과의원,서울 압구정역,상안검&하안검&눈썹거상_중년눈성형,"968,000원"
리프팅,롤리팝성형외과의원,서울 신사역,롤리팝 텐쎄라,"97,900원"
리프팅,영영영의원,서울 신논현역,커스텀 튠바디,"165,000원"
리프팅,아비쥬의원-강서점,서울 발산역,아비쥬첫방문 - 인모드리프팅,"42,900원"
리프팅,성품성형외과의원,서울 논현역,버츄RF 리프팅,"330,000원"
리프팅,오로라의원,서울 학동역,오로라 얼굴지방흡입,"290,000원"
리프팅,메이드유의원-강남점,서울 강남역,오래 유지되는 초음파 리프팅 울쎄라,"319,000원"
리프팅,리버스클리닉-인천,인천,볼뉴머 300샷 &슈링크유니버스 300샷,"319,000원"
리프팅,루비의원,서울 명동역,아이써마지FLX,"737,000원"
리프팅,루비의원,서울 명동역,명동루비_브이올렛주사,"100,000원"
리프팅,디에이성형외과의원,서울 역삼역,눈꺼풀 처짐_눈썹리프팅_눈썹거상술_이마거상술 미니거상,"869,000원"
리프팅,뷰티블라썸의원,서울 홍대입구역,4세대 써마지 FLX 입고 특가_정품팁 1회사용,"999,000원"
리프팅,강남타토아의원,서울 강남역,통증 걱정없는 온다리프팅,"110,000원"
리프팅,리버스클리닉-홍대,서울,"볼뉴머300샷, 600샷, 아이볼뉴머 200샷 이벤트, 리버스클리닉","319,000원"
리프팅,리버스클리닉-인천,인천,"얼굴전체 인모드리프팅 & 윤곽주사 30cc, 이중으로 얼굴지방제거, 리버스클리닉","108,900원"
리프팅,유캔비성형외과/피부과,서울 강남역,눈썹거상술 잘하는 유캔비,"858,000원"
리프팅,815의원,서울,815 _ 슈링크 유니버스,"55,000원"
리프팅,루비의원,서울 명동역,명동루비_실루엣소프트,"230,000원"
리프팅,스케줄의원,서울 압구정로데오역,멍 안드는 스케줄 인모드리프팅,"121,000원"
리프팅,루비의원,서울 명동역,명동루비_스킨아우라,"264,000원"
리프팅,순플러스성형외과,서울 신사역,내시경 이마거상,"2,300,000원"
리프팅,뷰티블라썸의원,서울 홍대입구역,뷰티핏 디자인 ONDA리프팅,"149,000원"
리프팅,티에스성형외과,서울 신사역,티에스 안면거상,"1,990,000원"
리프팅,탑페이스성형외과,서울 압구정역,"탑페이스 3step 리프팅-안면거상,미니거상,미니리프팅","1,980,000원"
리프팅,로이성형외과의원,서울 신사역,로이_딥 플레인 SMAS 안면거상,"6,500,000원"
리프팅,아비쥬의원-홍대점,서울 홍대입구역,아비쥬첫방문 - 인모드리프팅,"8,690원"
리프팅,미앤미의원-강남점,서울 강남역,"온다레이저 리프팅_10,000줄","59,000원"
리프팅,리프톤피부과의원,서울 신사역,리프톤 티타늄&온다리프팅,"660,000원"
리프팅,닥터쁘띠의원-대전점,대전 탄방역,대전 탄방동 리쥬란힐러 2cc 첫방문가,"185,900원"
리프팅,제이제이성형외과(JJ성형외과),서울 압구정역,제이제이 목걸이 코르셋 거상,"3,000,000원"
리프팅,리버스클리닉-인천,인천,인모드&슈링크로 더 탄력있게,"242,000원"
리프팅,브이성형외과의원,대구 경대병원역,대구 브이 바이브 워터밤 - 스킨바이브 스킨부스터 물광주사,"495,000원"
리프팅,미테크성형외과의원,부산 서면역,미테크 롱타임 인모드,"396,000원"
리프팅,유라인의원,서울 압구정로데오역,튠페이스도 유라인,"138,000원"
리프팅,유앤아이의원-부평점,인천 부평역,유앤아이 첫방문 슈링크 유니버스,"49,500원"
리프팅,벨뷰의원,서울 강남역,리니어펌 100샷,"44,000원"
리프팅,러블리안성형외과,서울 신사역,러블리안 미니SMAS거상,"2,750,000원"
리프팅,꿈꾸는성형외과의원,서울 강남역,꿈꾸는 티타늄리프팅,"425,000원"
리프팅,아르스킨의원,서울 홍대입구역,아르스킨의원 슈링크유니버스 _ 인모드,"29,700원"
리프팅,송도비앤미의원,인천 인천대입구역,송도비앤미 미쥬코_하이코 코프팅 코필러,"330,000원"
리프팅,루비의원,서울 명동역,명동루비_리니어지,"44,000원"
리프팅,바탕성형외과의원,서울 신논현역,중년눈성형 바탕 하안검 상안검 눈썹거상술 눈두덩이 눈밑,"1,089,000원"
리프팅,리버스클리닉-홍대,서울,탄력있게 바디리프팅 울핏,"97,900원"
리프팅,노원아이디의원,서울 노원역,노원 아이디 울쎄라리프팅 300샷,"935,000원"
리프팅,루아크성형외과의원,서울 압구정로데오역,루아크 타이머 인모드리프팅,"84,700원"
리프팅,예뻐지는의원,부산 경성대부경대역,잼버실리프팅,"165,000원"
리프팅,쥬얼리성형외과의원,서울 신사역,쥬얼리 SMAS 안면거상 3중 리프팅,"4,840,000원"
리프팅,케이트의원,서울 홍대입구역,레이저 눈밑지방재배치,"198,000원"
리프팅,다시피움성형외과의원,서울 강남역,다시피움 눈썹하거상술,"1,210,000원"
리프팅,브이앤엠제이(V&MJ)피부과의원,서울 압구정역,울쎄라 원포인트_이중턱집중,"1,188,000원"
리프팅,데이뷰의원-강서발산점,서울 발산역,티타늄 Day,"490,000원"
리프팅,미랩의원,서울 압구정로데오역,아이올리지오 눈가탄력 개선,"440,000원"
리프팅,강남비비의원,서울 강남역,"1대1 대표원장 시술, 인모드 맞춤형 리프팅","99,000원"
리프팅,루비의원-양재점,서울 양재역,시간보장 인모드리프팅_1부위.얼굴전체,"59,000원"
리프팅,벨뷰의원,서울 강남역,이마 실리프팅,"438,900원"
리프팅,두드림성형외과,서울 강남역,잼버실 4줄&필러,"506,000원"
리프팅,리버스클리닉-홍대,서울,"올리지오리프팅 600샷 & 슈링크유니버스 300샷, 리버스클리닉 프리미엄 기획전","539,000원"
리프팅,리비안의원,서울 압구정로데오역,민트실 리프팅,"55,000원"
리프팅,와이랩성형외과의원,인천 부평역,더블업 하이코 필러 성형외과 전문의,"385,000원"
